1,1041117371448
1,5078772382904
2,5024924731123
3,5166397726149
3,5025485125100
3,5015635192458
4,5215792951644
4,5201129277070
4,5194152337132
4,5058800934583
5,1204488272493
5,5138435235550
6,5132575674270
6,5076951540530
6,1085445023795
6,5151280675948
7,5120407201954
7,5142040862937
7,5079051413920
7,1224953591873
7,1093394715028
8,1216158173076
8,1065952344281
8,1091767589693
8,1121302793864
8,1061821222429
9,5033908326832
9,5082990936012
9,5146797697514
9,5145499879267
10,5153440294321
10,5067627572205
10,5200336837751
10,1094688260260
11,5107858803806
11,5051328159328
12,5163136245520
12,1197376415510
12,5177123711100
12,1204487933187
12,1181242591408
13,1165940747598
13,5025882040620
13,1047274163100
13,1183621849135
13,5063776736084
14,1170864765807
14,5086436949990
15,5065011685910
15,1030793135757
15,5156265961297
15,5201129277070
15,5200355915282
16,5112834765050
16,5158345564053
16,1220727556940
16,1087596319447
16,5181812661410
17,1183621849135
17,5132068048789
17,5180759349623
17,5203483301665
18,1082868771919
18,1155592942537
18,1162472892691
18,5141084361666
19,5077979148561
20,5067627572205
21,1160710108448
21,1050586027997
21,5095912398027
21,1207820948609
21,5115114114121
22,1086985018647
23,1200266171852
23,5155742235150
23,1162432328552
23,1060291781770
23,5028401561117
24,1085445023795
24,5177123711100
24,1112339120410
24,5067544993863
24,1083316700477
25,1160710108448
25,5109207144734
25,5180502232312
26,1055374344937
26,5078082212852
26,5092778857551
27,1120313523395
27,5066365301536
27,1186799759860
28,1122722993854
28,1173815207169
28,1144809625740
29,5025485125100
30,5134433485324
30,5171071077084
31,1058282859821
31,5222192419488
32,5054736732639
32,5062131052980
32,5036594929180
32,5094351348890
32,1078502329234
33,5028401561117
33,1148050618220
34,1164390096287
35,1121680664489
35,1055845805729
36,5080551082959
36,5165392195150
37,5175321465897
37,1061821222429
38,5077231386205
38,5094462350494
38,1216158173076
38,5038291284532
39,1178925721810
39,5083443686354
39,5108242633351
40,5131358511917
40,1023218933418
40,5033588797930
41,5147152935562
42,5081023858273
42,1130186927287
42,5079051413920
42,5196554259490
43,5042559684195
43,1120546562036
44,5093097188465
44,1053838165590
44,1017846329577
45,1192212756229
45,5163136245520
45,5071123691690
45,5067544993863
46,1057239628841
47,5071123691690
47,1054148537893
47,1203431950028
48,1146651575311
48,5017684037718
48,1206837644090
48,1225657817538
48,1032453464658
49,5221274407932
49,1183768383292
49,1041117371448
50,5224660488366
50,1017846329577
50,1171089958710
50,5206853364471
50,5048907887970
51,1165940747598
51,5124399855630
51,1192435210110
51,1166992776136
52,1024264057290
52,5092459069445
52,1185021184633
52,1227673460816
53,5102853782598
53,5225854984911
53,5090328177693
54,5142873166772
54,5018172843882
54,1196134690674
54,5198982629951
55,5191589392210
56,5057171852293
56,5156929298510
56,1177244866369
56,5191308191993
57,5154964462197
58,5106123544368
58,1148608725187
59,1121302793864
59,5025485125100
59,1014918562328
59,1127291645557
59,1040335165793
60,5225854984911
60,1058991392294
60,5025391881576
60,5104203782051
60,5183151421240
61,1153462526667
61,1164390096287
61,5063746667683
62,5224660488366
62,5170562640573
62,5146198941268
63,1202485189378
63,1118778972905
63,5216974616524
64,5036302883557
64,5185067609854
64,1114081226819
64,5134391092260
65,1148608725187
65,5142575665469
65,5048579667659
66,1043977655424
66,1173216318296
67,1211565037386
67,5044140981605
67,5018704068015
67,5145323915138
67,5093097188465
68,1127571074003
68,1181660756793
68,1105087091119
68,5134391092260
68,1162432328552
69,5147815188252
70,5108906132242
70,5180877848047
70,5063513811499
70,1200158024593
70,5164015599721
71,1120276150961
71,1060419950348
71,5065011685910
72,5037313252213
73,5083986720780
73,1015902353081
73,1116867636698
73,5215792951644
73,1218661611772
74,1220727556940
74,5156929298510
74,1024401322824
74,1023481008187
74,5160949517900
75,5098859808240
76,1154300383335
76,5076609851016
76,1121931937808
76,1133106272750
76,5100919426340
77,1051249589346
77,5073863000316
77,5183376831094
77,1203431950028
77,1174818713871
78,5186861060513
78,1027144170129
78,5028330344125
79,5177723926969
79,5218862098208
80,1164580705739
80,1215110460289
80,5201987870739
81,1204584710659
81,1171539082054
81,1120313523395
82,1040741566975
82,5048579667659
82,1063575549069
82,5071189651430
82,1227357481174
83,5155742235150
83,1217740583301
83,5094608657468
83,5171071077084
84,5165381030623
84,5175321465897
85,5101966733534
85,5086436949990
85,1186858065954
85,1221599104836
85,5143495268417
86,5212595866907
86,5132575674270
86,5090121752177
86,1158940032866
87,1090790297124
87,1092717376180
87,1083316700477
87,5028863949868
88,1038696610809
88,1227357481174
88,1074781001217
88,5101966733534
88,1017846329577
89,1122840898696
89,5132068048789
89,1121178759371
89,1017703966598
89,5078767631498
90,1158154941614
90,5097377781177
90,1058991392294
90,5159193002018
91,5110447462065
91,5134391092260
91,1033729547114
92,1216622856075
93,5138435235550
94,5036447146500
94,1013761333486
94,1130123971867
94,5044140981605
95,5102794635158
95,5205699834720
95,1121421264250
95,1082514955159
95,5128701977971
96,5010197102141
97,5083867151154
97,5183863026749
97,5040642305809
98,5192272531039
98,5125042911868
98,1163257533120
99,5063746667683
100,1148330896372
100,1181660756793
100,1228040045364
100,5094608657468
101,5060439238921
101,5160949517900
101,1157988161682
102,1124365505791
102,1050586027997
102,5107547154501
103,5165859048339
103,1204584710659
104,5090328177693
104,1110773664143
104,5155399798021
105,5162720287747
105,1214406255414
106,1128668516954
107,5142983702330
107,1106561742671
107,1062841893070
107,1191576117193
107,1057210532521
108,1047627400611
108,1042623105282
108,1166992776136
109,5063746667683
109,1134499225024
109,1171931550460
110,1162432328552
111,1024401322824
112,5029239899190
112,1090937206689
112,5073863000316
112,5105756973944
113,5109207144734
113,1068416840007
113,5050133684112
114,5025391881576
114,5105756973944
115,1211889951943
116,1185932521147
116,1183768383292
116,1106561742671
116,5055808832130
117,1211565037386
118,1120313523395
118,5143622250250
118,5211909337790
118,1144809625740
118,5011902539688
119,5160949517900
119,5190658429000
119,1188984111854
120,1023899332258
120,1075326383857
120,5048907887970
120,1076492353728
120,5092459069445
121,1155683150072
121,5190658429000
121,5027746466721
121,1154359610151
122,5128540032320
122,5166906996537
122,5147815188252
123,1060382064533
123,1035500104155
124,1163026011620
124,5041365054946
124,5086436949990
124,5165844299946
124,1204488272493
125,1024686874112
125,1075326383857
125,1090790297124
125,5208366692331
125,1027042989115
126,5055852653467
126,1223607658064
126,1220611861370
126,1225657817538
127,5049057849242
127,5196790335650
127,1227717103294
127,5194929119171
128,5167556588414
128,1015316967016
128,1090660614439
128,5113573648997
129,5014310386250
129,5031502442131
130,1078517944812
130,1217818576282
130,1207782050145
130,1043977655424
